Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
nantu_train (1).jpg,Nantu,1489.9466658464603,2017.8414036828192,1155.4253813976409,2015.5108810217666,0.2534833812125911,0.17057310833999376,0.2980576405875405,0.16671244444927893,24.73148375984264,30.479384958770112,20.82301919291345,30.64238328476666,8.430817556248698,8.447648366037424,8.32934228040266,8.453171084261587,0.001778685320065969,0.0011564258976989677,0.0022527247813284817,0.0011402310609196797,0.042174462890070916,0.03400626262468382,0.0474628779292668,0.0337673075758148,0.8636272742758289,0.8151134113936133,0.8942835093370537,0.8153089377264592
flip_h_nantu_train (1).jpg,Nantu,1489.9466658464603,2015.5108810217666,1155.4253813976409,2017.8414036828192,0.2534833812125911,0.16671244444927893,0.2980576405875405,0.17057310833999376,24.73148375984264,30.64238328476666,20.82301919291345,30.479384958770112,8.430817556248698,8.453171084261587,8.32934228040266,8.447648366037424,0.001778685320065969,0.0011402310609196797,0.0022527247813284817,0.0011564258976989677,0.042174462890070916,0.0337673075758148,0.0474628779292668,0.03400626262468382,0.8636272742758289,0.8153089377264592,0.8942835093370537,0.8151134113936133
flip_v_nantu_train (1).jpg,Nantu,1489.9466658464603,2015.5108810217666,1155.4253813976409,2017.8414036828192,0.2534833812125911,0.16671244444927893,0.2980576405875405,0.17057310833999376,24.73148375984264,30.64238328476666,20.82301919291345,30.479384958770112,8.430817556248698,8.453171084261587,8.32934228040266,8.447648366037424,0.001778685320065969,0.0011402310609196797,0.0022527247813284817,0.0011564258976989677,0.042174462890070916,0.0337673075758148,0.0474628779292668,0.03400626262468382,0.8636272742758289,0.8153089377264592,0.8942835093370537,0.8151134113936133
blur_nantu_train (1).jpg,Nantu,432.87678395669394,728.773761547523,413.88613435039383,710.1012462024944,0.27107253233432727,0.2257444914469039,0.2737877543684927,0.2156800593406343,13.66959891732286,17.82342364684728,13.27749753937011,18.0072540145081,7.91519841957971,7.866548653603708,7.887052943039967,7.888259889765617,0.002623724607800786,0.0020565078640232314,0.0026875903361181738,0.0019739710878764697,0.051222305764195994,0.04534873607966634,0.0518419746548892,0.04442939441266862,0.9604045054129556,0.9332265199308462,0.9620916654923174,0.934926586470817
nantu_train (10).jpg,Nantu,616.3083169291355,1432.778721557444,1206.236774114177,1472.8488436976897,0.3580818011461934,0.2028581650314466,0.2788200413878523,0.19968573692721484,15.025959645669346,25.801971603943297,22.25535187007877,26.07099014198033,7.425996200917,7.653537078048785,7.714062433060331,7.6595545723870035,0.004888284434772008,0.00247236690145774,0.0033438913923726317,0.002429467689861064,0.06991626731149202,0.049722901177000324,0.057826390103244654,0.049289630652512136,0.9433912207311991,0.8680090903938406,0.8890324331442532,0.8643114967374445
flip_h_nantu_train (10).jpg,Nantu,616.3083169291355,1472.8488436976897,1206.236774114177,1432.778721557444,0.3580818011461934,0.19968573692721484,0.2788200413878523,0.2028581650314466,15.025959645669346,26.07099014198033,22.25535187007877,25.801971603943297,7.425996200917,7.6595545723870035,7.714062433060331,7.653537078048785,0.004888284434772008,0.002429467689861064,0.0033438913923726317,0.00247236690145774,0.06991626731149202,0.049289630652512136,0.057826390103244654,0.049722901177000324,0.9433912207311991,0.8643114967374445,0.8890324331442532,0.8680090903938406
flip_v_nantu_train (10).jpg,Nantu,616.3083169291355,1472.8488436976897,1206.236774114177,1432.778721557444,0.3580818011461934,0.19968573692721484,0.2788200413878523,0.2028581650314466,15.025959645669346,26.07099014198033,22.25535187007877,25.801971603943297,7.425996200917,7.6595545723870035,7.714062433060331,7.653537078048785,0.004888284434772008,0.002429467689861064,0.0033438913923726317,0.00247236690145774,0.06991626731149202,0.049289630652512136,0.057826390103244654,0.049722901177000324,0.9433912207311991,0.8643114967374445,0.8890324331442532,0.8680090903938406
blur_nantu_train (10).jpg,Nantu,229.47791584645688,559.029946059892,419.8076402559052,585.9140058280118,0.36758558069758873,0.27279775489305763,0.31905075336047317,0.26817714802832876,9.845287893700776,15.87971975943954,13.385642224409478,16.175026350052693,7.020261275285369,7.164753155595918,7.293679927887913,7.174308810578843,0.006291943553125388,0.004140194838762805,0.004958004300774226,0.00408333608532802,0.0793217722515413,0.06434434581812767,0.07041309750873218,0.0639009865755453,0.9788938598235327,0.948415508286382,0.9613376021690746,0.9459302244737657
nantu_train (100).jpg,Nantu,1712.9181225393777,2102.8986297972733,980.2442175196913,2129.1964163928405,0.2454275397755828,0.16523084041447078,0.3258458375153872,0.17005578252488504,26.797059547244316,31.436294872589876,18.80979330708673,31.541509083018344,8.100840924815243,8.07367258857912,7.8535761262675,8.07343816593708,0.0023175989955495795,0.0016241407025563222,0.0034526773155109133,0.0016525191460699746,0.048141447792412514,0.040300629059064605,0.05875948702559369,0.0406511887411669,0.8406629099269435,0.8043198432456519,0.9091056577273449,0.8018874605924144
flip_h_nantu_train (100).jpg,Nantu,1712.9181225393777,2129.1964163928405,980.2442175196913,2102.8986297972733,0.2454275397755828,0.17005578252488504,0.3258458375153872,0.16523084041447078,26.797059547244316,31.541509083018344,18.80979330708673,31.436294872589876,8.100840924815243,8.07343816593708,7.8535761262675,8.07367258857912,0.0023175989955495795,0.0016525191460699746,0.0034526773155109133,0.0016241407025563222,0.048141447792412514,0.0406511887411669,0.05875948702559369,0.040300629059064605,0.8406629099269435,0.8018874605924144,0.9091056577273449,0.8043198432456519
flip_v_nantu_train (100).jpg,Nantu,1712.9181225393777,2129.1964163928405,980.2442175196913,2102.8986297972733,0.2454275397755828,0.17005578252488504,0.3258458375153872,0.16523084041447078,26.797059547244316,31.541509083018344,18.80979330708673,31.436294872589876,8.100840924815243,8.07343816593708,7.8535761262675,8.07367258857912,0.0023175989955495795,0.0016525191460699746,0.0034526773155109133,0.0016241407025563222,0.048141447792412514,0.0406511887411669,0.05875948702559369,0.040300629059064605,0.8406629099269435,0.8018874605924144,0.9091056577273449,0.8043198432456519
blur_nantu_train (100).jpg,Nantu,625.1654158464569,836.5038130076256,311.81656003937036,818.4649389298772,0.28038363934367916,0.2307547010046262,0.33429292257885124,0.23066769206060866,16.094918799212625,19.158534317068597,11.200787401574829,18.925227850455705,7.669433240775386,7.556755259273837,7.38082455272056,7.546168617548288,0.0035778809350587495,0.002925247650978916,0.004791592774103524,0.0029476332745213374,0.05981539045311624,0.05408555861760989,0.06922133178510455,0.054292110610302646,0.9417018271391329,0.9219894819124198,0.9710513696138935,0.9236770149821881
nantu_train (101).jpg,Nantu,974.2901082677218,2096.27763655528,1707.8850270669404,2119.6484592969255,0.3242089971700236,0.16677678618066777,0.24327614276716952,0.169529694077063,18.76119586614186,31.38285076570165,26.780450295275664,31.487134974270095,7.852652477089511,8.07141206439023,8.10424552530376,8.073656226051899,0.003506919855636629,0.0016616717466803506,0.002347034296119395,0.0016811051664139343,0.059219252406937976,0.04076360811655846,0.048446200017332575,0.04100128249718458,0.9095579051198519,0.8047232033709757,0.8409480952079568,0.8025609334270186
flip_h_nantu_train (101).jpg,Nantu,974.2901082677218,2119.6484592969255,1707.8850270669404,2096.27763655528,0.3242089971700236,0.169529694077063,0.24327614276716952,0.16677678618066777,18.76119586614186,31.487134974270095,26.780450295275664,31.38285076570165,7.852652477089511,8.073656226051899,8.10424552530376,8.07141206439023,0.003506919855636629,0.0016811051664139343,0.002347034296119395,0.0016616717466803506,0.059219252406937976,0.04100128249718458,0.048446200017332575,0.04076360811655846,0.9095579051198519,0.8025609334270186,0.8409480952079568,0.8047232033709757
flip_v_nantu_train (101).jpg,Nantu,974.2901082677218,2119.6484592969255,1707.8850270669404,2096.27763655528,0.3242089971700236,0.169529694077063,0.24327614276716952,0.16677678618066777,18.76119586614186,31.487134974270095,26.780450295275664,31.38285076570165,7.852652477089511,8.073656226051899,8.10424552530376,8.07141206439023,0.003506919855636629,0.0016811051664139343,0.002347034296119395,0.0016616717466803506,0.059219252406937976,0.04100128249718458,0.048446200017332575,0.04076360811655846,0.9095579051198519,0.8025609334270186,0.8409480952079568,0.8047232033709757
blur_nantu_train (101).jpg,Nantu,313.6603100393703,840.249612499225,626.8719857283462,819.3610887221803,0.33484744661776494,0.23171974422505662,0.2797880725158924,0.23067858789945905,11.211122047244082,19.173662347324715,16.117310531496074,18.93229586459184,7.3837570539815305,7.559764148019852,7.672909130210829,7.549616833915818,0.004793903020423229,0.002925991467954186,0.003558401831159124,0.0029367451009687006,0.06923801716126213,0.05409243447982524,0.059652341371979056,0.054191743845060945,0.9708732338275665,0.9216237647802354,0.9415286577158498,0.9235774631099516
nantu_train (102).jpg,Nantu,1713.2664862204801,2102.163680327379,979.8382135826846,2129.926963853936,0.24595547402733217,0.1656977462625166,0.3259953975820366,0.170105306689134,26.791215551181274,31.416578833157896,18.80388779527572,31.54095108190229,8.108565580640896,8.080434970667554,7.860475304882092,8.081754403594708,0.00232396778270121,0.0016271371125419574,0.0034570007494507536,0.0016532571970221744,0.04820754902192405,0.040337787650563554,0.05879626475764216,0.04066026557982835,0.8404928414957669,0.8042237459014382,0.9090670027265171,0.801652855111859
flip_h_nantu_train (102).jpg,Nantu,1713.2664862204801,2129.926963853936,979.8382135826846,2102.163680327379,0.24595547402733217,0.170105306689134,0.3259953975820366,0.1656977462625166,26.791215551181274,31.54095108190229,18.80388779527572,31.416578833157896,8.108565580640896,8.081754403594708,7.860475304882092,8.080434970667554,0.00232396778270121,0.0016532571970221744,0.0034570007494507536,0.0016271371125419574,0.04820754902192405,0.04066026557982835,0.05879626475764216,0.040337787650563554,0.8404928414957669,0.801652855111859,0.9090670027265171,0.8042237459014382
flip_v_nantu_train (102).jpg,Nantu,1713.2664862204801,2129.926963853936,979.8382135826846,2102.163680327379,0.24595547402733217,0.170105306689134,0.3259953975820366,0.1656977462625166,26.791215551181274,31.54095108190229,18.80388779527572,31.416578833157896,8.108565580640896,8.081754403594708,7.860475304882092,8.080434970667554,0.00232396778270121,0.0016532571970221744,0.0034570007494507536,0.0016271371125419574,0.04820754902192405,0.04066026557982835,0.05879626475764216,0.040337787650563554,0.8404928414957669,0.801652855111859,0.9090670027265171,0.8042237459014382
blur_nantu_train (102).jpg,Nantu,625.0070743110253,836.2566805133605,311.5490895669286,818.2156984313981,0.280374366970236,0.231222149846079,0.3338835989061979,0.2309543598691091,16.095287893700792,19.148986297972577,11.197096456692917,18.92721185442372,7.670477091418482,7.556709217773586,7.380325695439618,7.54675368199564,0.0035735934508978437,0.002928836039332459,0.004788281610254642,0.0029487634150418894,0.05977954040386931,0.05411872170822643,0.06919741043026569,0.05430251757554054,0.9416828845944938,0.9219671490605532,0.9710591321869365,0.9236558631332799
nantu_train (103).jpg,Nantu,1055.3471948818944,1232.7857275714664,458.22791584646177,1231.466488932987,0.24778311596985747,0.16825321202900037,0.34220848053622804,0.17026324261303716,20.475024606299346,23.483724967450055,12.377891240157641,23.274164548329235,8.810836865207857,8.777744291545293,8.466953685581899,8.768925841172909,0.001166566542117496,0.0007774348117361444,0.0019256782898331864,0.0007896607026396581,0.03415503684842831,0.027882518030768747,0.04388255108620266,0.028100902167718,0.901910031335921,0.8852448216980845,0.9577737584830915,0.8853599166140029
flip_h_nantu_train (103).jpg,Nantu,1055.3471948818944,1231.466488932987,458.22791584646177,1232.7857275714664,0.24778311596985747,0.17026324261303716,0.34220848053622804,0.16825321202900037,20.475024606299346,23.274164548329235,12.377891240157641,23.483724967450055,8.810836865207857,8.768925841172909,8.466953685581899,8.777744291545293,0.001166566542117496,0.0007896607026396581,0.0019256782898331864,0.0007774348117361444,0.03415503684842831,0.028100902167718,0.04388255108620266,0.027882518030768747,0.901910031335921,0.8853599166140029,0.9577737584830915,0.8852448216980845
flip_v_nantu_train (103).jpg,Nantu,1055.3471948818944,1231.466488932987,458.22791584646177,1232.7857275714664,0.24778311596985747,0.17026324261303716,0.34220848053622804,0.16825321202900037,20.475024606299346,23.274164548329235,12.377891240157641,23.483724967450055,8.810836865207857,8.768925841172909,8.466953685581899,8.777744291545293,0.001166566542117496,0.0007896607026396581,0.0019256782898331864,0.0007774348117361444,0.03415503684842831,0.028100902167718,0.04388255108620266,0.027882518030768747,0.901910031335921,0.8853599166140029,0.9577737584830915,0.8852448216980845
blur_nantu_train (103).jpg,Nantu,348.611528051182,464.1533263066545,156.01833169291444,445.4850889701807,0.2747187002452454,0.21539812188266308,0.32683235702262436,0.2199297394824317,11.981852854330775,14.41571083142171,7.875492125984257,13.90148180296364,8.450909909937808,8.340443596547033,8.087236812062553,8.303327600954772,0.001602247589260819,0.0012284243056923112,0.00218724320505284,0.001276843523368993,0.040028085006165594,0.03504888451423684,0.04676797200064206,0.03573294730873725,0.9674427093602874,0.9565780484610451,0.9855856900134756,0.9583223164873391
nantu_train (104).jpg,Nantu,459.5653912401612,1234.7466054932281,1057.853654035438,1233.4109988220096,0.3393756307345666,0.16627601187888055,0.2477874960665087,0.1675494485430757,12.411478838582761,23.49817099634232,20.481852854330832,23.298034596069282,8.465595327243761,8.781304889092388,8.814019251956793,8.766939124309344,0.0019054366722015077,0.0007705444141745843,0.0011601580209996752,0.0007809270997052807,0.04365130779485888,0.027758681780203187,0.034061092481006465,0.02794507290570702,0.9576060480446663,0.884941011759324,0.9015728938822358,0.8850577330960949
